Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
9571,124,2.0,49.97217545959135,29.37315855026452,5.0,8,14.0,1976,0.16909109,B,B,19,3856,10,,2,5,B
12876,27,2.0,54.49107181674717,33.587619525656585,9.0,5,17.0,2012,0.011654127,B,B,4,915,0,,0,0,B
5905,62,1.0,49.83759525972453,,1.0,6,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
5221,120,2.0,33.882914341517825,21.623372787797575,6.0,8,9.0,1966,0.341071945,B,B,27,5664,48,2300.0,3,11,B
12569,75,2.0,59.110119894801,35.80797071261016,10.0,6,17.0,1999,0.122090347,B,B,29,6566,7,1894.0,4,0,B
13451,12,1.0,42.83419361349053,21.95000227935471,8.0,4,12.0,1995,0.090799103,B,B,74,19083,2,,5,15,B
9844,58,2.0,62.62665480931243,62.51783476469416,0.0,11,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4884,29,1.0,39.68887710532403,18.944480450824138,8.0,2,14.0,1977,0.069660344,B,B,31,6119,4,,1,2,B
11870,185,3.0,76.54322466475195,47.531757781573006,10.0,5,17.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
1131,47,2.0,55.860983176004495,31.909536799037472,8.0,5,12.0,1984,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
13210,93,2.0,65.97604034541183,38.47489822026113,10.0,7,24.0,2013,0.050900058,B,B,43,10621,1,30.0,2,3,B
7110,6,1.0,48.48100349126128,3.85239974978188,1.0,12,25.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
12858,55,3.0,73.52132118137585,47.01892935839261,10.0,6,14.0,1996,0.041365446,B,B,31,5569,0,,1,4,B
13540,29,1.0,35.81374528416286,22.772966577624917,5.0,3,5.0,1963,0.086885265,B,B,10,2277,2,1547.0,0,0,B
16055,62,3.0,108.21890113362416,108.2722770533105,10.0,4,17.0,2017,0.072157581,B,B,2,629,1,,0,0,A
12343,13,2.0,55.63884113874912,34.071084858129375,9.0,16,17.0,2000,0.090799103,B,B,74,19083,2,,5,15,B
5787,9,1.0,45.53492788023776,23.878741902579176,8.0,13,14.0,1990,0.161531741,B,B,25,5648,1,30.0,2,4,B
772,49,2.0,54.02440075030214,28.383604740141312,9.0,19,17.0,2008,0.020741326,B,B,24,5613,5,1340.0,2,5,B
11539,26,2.0,49.52896355463472,30.51241100466033,6.0,12,12.0,1977,0.0,B,B,36,6714,2,2672.0,0,2,B
9568,140,2.0,45.10234107921121,28.385514061337485,6.0,5,5.0,1960,0.0,B,B,33,7425,1,,2,5,B
9041,27,2.0,86.1304910523078,46.39926422031172,15.0,7,14.0,2009,0.051815435,B,B,5,1227,0,,0,0,B
13305,73,1.0,47.48615091904804,44.34693531879008,1.0,10,10.0,2015,0.042031587,B,B,37,6856,84,1940.0,2,5,B
15453,1,1.0,44.62274734721015,,0.0,1,9.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4518,48,2.0,53.99899058847917,34.593313464224714,9.0,15,16.0,1984,0.041124634,B,B,46,9515,5,,1,10,B
10357,124,2.0,43.13194505173272,29.74968743086344,5.0,2,5.0,1963,0.16909109,B,B,19,3856,10,,2,5,B
12144,128,1.0,39.40216930841053,21.149389319690872,8.0,9,14.0,1991,0.0,B,B,27,4798,0,30.0,2,8,B
3170,29,2.0,45.00028615616659,30.896898183350853,5.0,3,5.0,1962,0.069660344,B,B,31,6119,4,,1,2,B
14506,58,2.0,65.66502548393277,64.30984311018354,1.0,4,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
5319,1,1.0,39.37634048543172,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
9366,62,2.0,76.6875935982137,,0.0,6,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4266,194,2.0,41.14129741564857,23.9605438609812,6.0,10,12.0,1973,0.174739084,B,B,17,3379,9,100.0,0,3,B
7340,1,3.0,87.40219912451137,85.42636483159407,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
9663,27,2.0,88.22319731489117,48.54797239140474,16.0,5,14.0,2007,0.051815435,B,B,5,1227,0,,0,0,B
5701,45,2.0,60.15191650192974,59.98277669169961,11.0,13,17.0,2016,0.195781053,B,B,23,5212,6,,3,2,B
12745,2,2.0,39.540883265787286,27.12572589273983,7.0,6,9.0,1964,0.035145267,B,B,42,9292,3,2620.0,0,3,B
14269,6,1.0,42.86187007722905,,0.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11100,18,1.0,51.73750759592284,30.524222511095232,1.0,2,1.0,1977,0.0,B,B,30,5562,0,,0,5,A
14066,79,2.0,49.24404934301864,31.385953840677843,7.0,5,9.0,1979,0.307466659,B,A,30,5048,9,325.0,2,5,B
13121,1,3.0,62.92999435890491,38.909846333966186,8.0,4,14.0,1993,0.025609157,B,B,33,5261,0,240.0,3,1,B
12470,75,2.0,54.72555991372335,31.499280217935425,8.0,7,12.0,1982,0.122090347,B,B,29,6566,7,1894.0,4,0,B
9093,26,2.0,45.72973678818752,28.8965516946566,5.0,4,5.0,1965,0.0,B,B,36,6714,2,2672.0,0,2,B
3450,93,1.0,38.64810812484739,20.62427243010402,8.0,4,14.0,1986,0.521867054,B,B,25,6149,0,,0,0,B
3375,9,2.0,61.79563588516488,,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
469,85,2.0,60.610414794448936,38.56357854164639,10.0,16,22.0,1989,0.037177818,B,B,52,11217,1,2300.0,1,7,B
7184,185,2.0,54.49277755096296,30.40022695400813,9.0,17,17.0,2004,0.025609157,B,B,33,5261,0,240.0,3,1,B
13553,94,2.0,60.622250468032114,,0.0,23,24.0,1977,0.282797669,B,B,33,8667,2,,0,6,B
12482,116,2.0,38.8503097301713,39.594067728264434,6.0,5,9.0,1965,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4255,1,3.0,77.37611170802313,,10.0,2,17.0,2018,0.007122317,B,B,1,264,0,,0,1,B
8767,84,1.0,35.90736772042512,20.807331729875315,9.0,9,12.0,1967,0.006076152,B,B,30,5285,0,645.0,6,6,B
2075,11,1.0,38.29649910490821,21.137445989349924,9.0,4,14.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
4304,31,3.0,79.1999006785866,52.59950397413879,9.0,5,5.0,1957,0.151346216,B,A,32,5889,10,830.0,4,1,B
3786,23,1.0,41.95728802110396,41.598685828279976,1.0,4,9.0,2017,0.034656082,B,B,0,168,0,,0,0,B
6257,62,1.0,43.83591910863056,,0.0,9,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3493,1,2.0,52.93263397839317,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6713,47,3.0,73.61935861854883,49.86600523360342,10.0,2,17.0,2009,0.197367951,B,B,8,2423,1,32.0,0,1,B
9570,129,1.0,39.55023422390107,21.55964605695651,9.0,11,16.0,1979,0.460556389,B,B,20,4386,14,,1,5,B
1006,6,2.0,62.19617909916511,35.465934597202725,13.0,8,17.0,2012,0.243204519,B,B,5,1564,0,540.0,0,0,B
9477,27,1.0,36.61937467826312,,8.0,16,25.0,2017,0.072157581,B,B,2,629,1,,0,0,A
13270,9,3.0,80.59947151905445,,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
16380,45,3.0,58.26614402254408,39.92691870888048,6.0,6,5.0,1961,0.014423114,B,B,19,3806,4,,0,3,B
11070,69,3.0,115.00822310564192,66.04560647734071,11.0,13,24.0,2010,0.000991363,B,B,33,6783,3,,1,9,B
6071,84,2.0,47.3913990667911,34.36565149423574,6.0,3,5.0,1962,0.149666373,B,B,22,4789,2,4087.0,4,1,B
1662,144,3.0,92.85091971636191,55.60323992787004,12.0,10,17.0,2004,0.306977489,B,B,27,5148,14,1575.0,5,7,B
2637,130,1.0,31.99949083273256,20.63123000299838,5.0,7,9.0,1968,0.21843974,B,B,21,4472,6,1450.0,4,7,A
4198,23,2.0,53.09235955387693,,10.0,5,3.0,2016,0.005767451,B,B,1,388,0,,0,0,B
3700,24,2.0,43.56846408535732,28.841088406304355,6.0,4,5.0,1959,0.111627393,B,B,50,12238,8,1970.0,2,3,B
11270,33,1.0,34.000645903387024,,0.0,15,14.0,1977,0.236108458,B,B,16,3893,27,,3,10,B
6853,6,2.0,59.23416136200848,,1.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10761,52,2.0,95.9660725941068,48.57721418972074,15.0,25,25.0,2009,0.371148999,B,B,34,7065,1,750.0,2,5,B
4428,23,1.0,44.15105896699918,,0.0,14,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
265,23,4.0,74.81722589043343,,0.0,2,0.0,1977,0.014072961,B,B,2,475,0,,0,0,B
272,41,3.0,50.55302531149618,35.496396539080266,6.0,3,9.0,1975,0.036122292,B,B,24,4378,0,1036.0,1,1,B
9874,27,1.0,31.667379113115143,32.284110256337144,1.0,1,14.0,2015,0.017647053,B,B,2,469,0,,0,0,B
13358,67,3.0,77.70572790087279,44.60335906039185,10.0,13,16.0,1979,0.0077202819999999,B,B,38,4788,2,,0,4,B
8822,1,2.0,70.16681298712443,,1.0,4,1.0,1977,0.007122317,B,B,1,264,0,,0,1,B
14496,30,2.0,63.17771031072106,,1.0,4,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
15411,9,3.0,89.58248575401251,,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
1350,48,3.0,97.9307473968295,94.97939621861724,1.0,22,1.0,2017,0.041124634,B,B,46,9515,5,,1,10,B
6321,2,2.0,55.32762909591875,34.627817406454355,8.0,11,14.0,1996,0.309479124,B,B,35,7715,4,990.0,0,6,B
12094,23,3.0,104.359532100956,,1.0,5,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4816,89,2.0,58.69490814155216,37.92669749860402,7.0,4,8.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
16333,189,2.0,43.58408513923511,30.817063189231504,5.0,2,9.0,1969,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
13069,1,2.0,61.747207820492285,,0.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
9734,27,1.0,70.71696492104198,,1.0,2,4.0,1977,0.07542368,B,B,11,3097,0,,0,0,B
2475,84,2.0,60.16873064759545,35.8401773342888,7.0,4,5.0,1957,0.149666373,B,B,22,4789,2,4087.0,4,1,B
9308,53,1.0,35.51663856661769,22.000905813023948,6.0,5,9.0,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B
8226,1,3.0,78.95741488093566,46.03739023922866,10.0,5,17.0,1989,0.025609157,B,B,33,5261,0,240.0,3,1,B
9526,124,2.0,41.06949715578874,23.09141741190984,7.0,4,9.0,1965,0.122090347,B,B,29,6566,7,1894.0,4,0,B
11857,11,2.0,46.5892195156833,31.05090245938393,5.0,5,5.0,1968,0.0001696759999999,B,B,36,5992,0,,1,1,B
5807,2,1.0,40.20775609099764,19.719795060649968,8.0,16,16.0,1985,0.035145267,B,B,42,9292,3,2620.0,0,3,B
12472,8,2.0,46.14791480210744,27.697664849207897,6.0,5,5.0,1961,0.43788524,B,B,23,5735,3,1084.0,0,5,B
15847,94,2.0,44.59909606452491,32.946091039284184,5.0,5,5.0,1966,0.521867054,B,B,25,6149,0,,0,0,B
12065,7,2.0,62.036273018981525,36.65935827554236,10.0,14,22.0,2014,0.130617806,B,B,39,10418,9,900.0,1,9,B
3936,139,3.0,58.36714013349357,48.31652049300085,5.0,3,5.0,1962,0.122090347,B,B,29,6566,7,1894.0,4,0,B
8290,2,2.0,48.652370358639295,45.78068717602541,5.0,15,14.0,1971,0.309479124,B,B,35,7715,4,990.0,0,6,B
9258,62,3.0,87.18684394922536,86.65054388332146,1.0,9,21.0,2019,0.072157581,B,B,2,629,1,,0,0,A
16412,21,1.0,37.68122772866476,22.9679619722236,7.0,15,17.0,2007,0.034331497,B,B,25,5487,3,,0,4,B
1110,62,1.0,42.167966021879465,,1.0,9,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
8459,79,2.0,45.48991719824454,31.219056413742862,5.0,5,5.0,1968,0.307466659,B,A,30,5048,9,325.0,2,5,B
13974,12,3.0,66.64139378823815,48.280789695886405,6.0,9,9.0,1981,0.090799103,B,B,74,19083,2,,5,15,B
7197,27,3.0,79.55393747573873,,1.0,5,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3172,27,3.0,59.43398388460759,58.951356011653225,1.0,7,25.0,2016,0.072157581,B,B,2,629,1,,0,0,A
11375,130,1.0,40.82858950829207,20.717105960720488,8.0,3,9.0,1964,0.341071945,B,B,27,5664,48,2300.0,3,11,B
7013,11,2.0,56.12671878656214,31.04623364882865,8.0,4,12.0,1977,0.0001696759999999,B,B,36,5992,0,,1,1,B
8441,90,2.0,49.23517791064016,32.86714121134105,5.0,5,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3572,1,1.0,44.1724783237925,41.90167971169421,6.0,20,20.0,2014,0.007122317,B,B,1,264,0,,0,1,B
12312,75,1.0,31.351814626237275,20.075221729220942,5.0,7,5.0,1966,0.307466659,B,A,30,5048,9,325.0,2,5,B
1001,95,1.0,42.53436120449696,18.47783009644361,10.0,5,16.0,1975,0.341071945,B,B,27,5664,48,2300.0,3,11,B
5169,23,1.0,48.9084624617809,24.033376497729712,10.0,6,9.0,2016,0.014072961,B,B,2,475,0,,0,0,B
16079,11,4.0,70.4699405505211,44.73090601596763,6.0,6,9.0,1970,0.0001696759999999,B,B,36,5992,0,,1,1,B
13230,74,2.0,84.50913807618316,83.6865702757032,1.0,12,24.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
3582,189,2.0,46.97019264782048,32.35887142168718,5.0,6,5.0,1965,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2838,7,1.0,21.588919172842587,14.604818404375203,3.0,9,9.0,1975,0.130617806,B,B,39,10418,9,900.0,1,9,B
1139,6,2.0,63.5173347059491,,1.0,25,25.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
16116,76,3.0,75.59234417009354,46.557785061464,10.0,7,16.0,1979,0.0,B,B,7,1660,39,1786.0,1,5,B
14466,84,3.0,78.53758483988389,50.51252981264494,7.0,2,5.0,1956,0.006076152,B,B,30,5285,0,645.0,6,6,B
1622,96,1.0,33.38985784625336,19.35590344114065,7.0,14,14.0,2006,0.041116354,B,B,53,14892,4,,1,4,B
5915,57,2.0,45.16810890183958,29.11165496192746,5.0,6,5.0,1966,0.133215333,B,B,49,11395,3,1406.0,3,4,A
13674,14,2.0,47.50625975196685,29.536417022432826,5.0,2,5.0,1961,0.042031587,B,B,37,6856,84,1940.0,2,5,B
10817,111,2.0,47.62290795330025,31.79754960766603,5.0,5,5.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
3885,74,2.0,78.96900311399234,,1.0,10,1.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
1366,130,2.0,37.39921886227778,21.7849037057722,6.0,2,9.0,1968,0.21843974,B,B,21,4472,6,1450.0,4,7,A
6882,11,3.0,98.19600557042186,54.46078903581497,8.0,14,14.0,1999,0.0001696759999999,B,B,36,5992,0,,1,1,B
1720,44,2.0,43.21497110263211,27.39620527276605,5.0,3,5.0,1966,0.232205084,B,B,24,4860,1,80.0,0,3,B
2983,101,2.0,51.83097205965493,34.995993672030714,8.0,3,12.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B
635,34,1.0,33.74211915240898,33.33656548978688,1.0,16,1.0,2018,0.069753361,B,B,53,13670,4,,1,11,B
16296,53,2.0,62.66202403154612,36.26187434292907,10.0,19,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
6836,39,2.0,45.131281528169744,30.780550607450408,6.0,2,5.0,1965,0.428825818,B,B,25,5011,8,730.0,0,2,B
3685,48,2.0,81.9599702666736,83.0115100254765,11.0,21,25.0,2015,0.041124634,B,B,46,9515,5,,1,10,B
13828,34,3.0,89.48296972227655,10.692498911634534,10.0,11,17.0,1998,0.069753361,B,B,53,13670,4,,1,11,B
5265,49,3.0,56.60793912183414,35.71362801420688,6.0,5,5.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B
13119,1,2.0,45.77306981964009,32.88614155315477,5.0,6,5.0,1977,0.014580716,B,B,3,760,1,,0,0,B
3259,12,2.0,60.108027807383,36.82142367273558,10.0,7,16.0,1981,0.090799103,B,B,74,19083,2,,5,15,B
12116,88,3.0,89.5495587186537,,0.0,20,0.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
4429,122,1.0,39.590558894329575,23.87013890280072,8.0,8,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3958,38,2.0,76.72522422455049,42.963186917821744,1.0,15,15.0,2016,0.060753049,B,B,15,2787,2,520.0,0,7,B
15545,61,2.0,47.83205533219419,32.78137628412203,6.0,5,9.0,1975,0.300322518,B,B,52,10311,6,,1,9,B
9076,60,3.0,61.40046418293478,38.59181330266875,8.0,5,5.0,1910,0.341071945,B,B,27,5664,48,2300.0,3,11,B
1611,86,3.0,59.90216083744568,40.87667933935274,5.0,7,9.0,1974,0.161975568,B,A,31,7010,5,4508.0,3,7,B
5219,90,3.0,60.50717158740928,42.660447467264994,5.0,5,5.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
11054,19,3.0,76.95085454817605,46.00028331822436,10.0,7,17.0,1993,0.000991363,B,B,33,6783,3,,1,9,B
13707,1,1.0,42.44688260400803,19.846674850833782,7.0,2,17.0,2015,0.007122317,B,B,1,264,0,,0,1,B
10489,62,2.0,68.93625303746515,36.86627623778448,16.0,6,17.0,2012,0.072157581,B,B,2,629,1,,0,0,A
1741,27,1.0,38.56053711490645,18.79017342154096,9.0,3,12.0,2006,0.041116354,B,B,53,14892,4,,1,4,B
5083,46,3.0,61.4500959344176,46.41000518792711,6.0,8,9.0,1967,0.0,B,B,47,11319,0,1145.0,3,5,B
6760,38,1.0,46.12544858899494,,1.0,4,17.0,1977,0.060753049,B,B,15,2787,2,520.0,0,7,B
14024,198,2.0,47.47728056946219,31.06946596163971,5.0,2,5.0,1970,0.006076152,B,B,30,5285,0,645.0,6,6,B
3008,44,3.0,63.72514894182347,47.1521608196654,6.0,11,9.0,1969,0.036122292,B,B,24,4378,0,1036.0,1,1,B
174,7,2.0,43.02265758088557,30.415339558033327,5.0,4,5.0,1969,0.035145267,B,B,42,9292,3,2620.0,0,3,B
10750,23,2.0,55.26626092137996,,0.0,4,0.0,1977,0.005767451,B,B,1,388,0,,0,0,B
5873,52,2.0,52.76871775000173,,0.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
9137,128,2.0,62.5326515251098,34.40431478958896,13.0,13,17.0,2003,0.0,B,B,27,4798,0,30.0,2,8,B
2924,74,2.0,72.11875311629187,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6671,145,2.0,52.92504420702615,30.100026879455616,8.0,2,17.0,1988,0.0,B,B,30,5562,0,,0,5,A
3282,93,1.0,39.73406818453108,21.235415990070805,8.0,5,14.0,1986,0.521867054,B,B,25,6149,0,,0,0,B
9129,109,1.0,32.36197651724863,20.59312290583476,5.0,6,5.0,1962,0.1363303,B,B,30,6141,10,262.0,3,6,B
2941,145,1.0,40.39869828413808,19.55940995445457,7.0,14,17.0,2003,0.246031548,B,A,22,3151,4,2715.0,3,3,B
7848,1,2.0,63.82016625789128,,0.0,3,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6553,34,5.0,122.37527320536724,0.3334899423857579,0.0,9,0.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
4642,148,1.0,36.77118745504711,19.947289420358807,7.0,2,12.0,1974,0.313924552,B,B,22,4625,11,3855.0,2,10,B
12267,101,2.0,60.11907253509817,33.29233519634215,11.0,10,12.0,2004,0.038692987,B,B,28,6533,1,1015.0,2,5,B
7468,21,1.0,40.58680780484851,25.849068898724934,6.0,5,9.0,1977,0.194489265,B,B,47,8004,3,125.0,3,5,B
8818,119,1.0,34.56475668536033,22.93553136551791,5.0,6,9.0,1967,0.000995363,B,B,42,7651,1,,1,5,B
4529,101,1.0,39.14986638842559,19.1894195685826,8.0,11,17.0,1988,0.225824954,A,B,41,6558,7,1548.0,3,2,B
16398,100,1.0,55.51694428600491,24.57291714145736,14.0,19,22.0,2012,0.200146802,B,B,23,3975,8,770.0,2,0,B
9519,62,3.0,81.91299694150432,75.87209437359333,11.0,3,6.0,2015,0.072157581,B,B,2,629,1,,0,0,A
6264,47,3.0,79.99332884871649,47.25110417091936,10.0,3,16.0,1980,0.101872465,B,B,23,4583,3,,3,3,B
10975,118,2.0,59.111711460305386,34.192309961403,8.0,8,10.0,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
5708,45,2.0,61.91108021112278,59.83682623173718,10.0,14,24.0,2017,0.195781053,B,B,23,5212,6,,3,2,B
10555,76,2.0,56.889618849320975,33.207699492935255,9.0,4,16.0,1975,0.0,B,B,7,1660,39,1786.0,1,5,B
15866,46,1.0,34.7432296557302,20.29109188084279,6.0,4,9.0,1971,0.188783766,B,B,31,6137,4,,0,1,B
8027,161,2.0,48.93798691188408,33.08257725916332,5.0,10,9.0,1965,0.014423114,B,B,19,3806,4,,0,3,B
6339,8,1.0,42.72502375162371,20.4397494705691,7.0,2,14.0,2010,0.43788524,B,B,23,5735,3,1084.0,0,5,B
14668,62,1.0,45.00112917979175,20.165970031652595,11.0,11,15.0,2018,0.072157581,B,B,2,629,1,,0,0,A
16128,6,2.0,66.10673299369402,,0.0,10,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15543,3,1.0,33.0855116137428,22.161536466656138,6.0,4,9.0,1976,0.265088676,B,B,37,5288,0,1937.0,3,2,B
5341,37,3.0,60.95800242188577,44.14165802589019,6.0,5,9.0,1973,0.127811589,B,B,28,7287,5,320.0,1,3,B
5898,57,3.0,62.30081952089093,48.60292273532716,5.0,2,9.0,1975,0.133215333,B,B,49,11395,3,1406.0,3,4,A
13691,27,1.0,38.990808662488135,36.85458567665953,1.0,4,15.0,2014,0.011654127,B,B,4,915,0,,0,0,B
3889,8,1.0,36.970564574881394,22.35768158499832,6.0,6,12.0,1980,0.219006007,B,B,28,6746,3,,1,4,B
7602,1,2.0,65.7304188727696,,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3070,120,2.0,47.572468440636776,31.10919395422356,5.0,4,5.0,1963,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4062,167,1.0,45.87005337104834,21.962620045702263,12.0,10,12.0,1978,0.050272014,B,B,21,4231,14,1020.0,0,3,B
8467,8,3.0,74.48213386679768,45.64719995357787,9.0,16,17.0,1986,0.092290642,B,B,21,4346,2,165.0,1,2,B
10988,67,1.0,32.90998121937015,18.307198788505318,7.0,10,12.0,1978,0.100455735,B,B,43,7227,0,,1,6,A
4910,84,3.0,68.64459217986337,47.87009863323779,7.0,6,16.0,1980,0.149666373,B,B,22,4789,2,4087.0,4,1,B
641,53,1.0,41.87634979586915,,1.0,7,22.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
2464,88,3.0,87.87171565707352,,1.0,12,1.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
965,134,3.0,85.27412317511467,63.04105471130889,7.0,11,10.0,1974,0.049863387,B,B,18,3746,9,75.0,3,1,B
4592,130,1.0,45.88152749047446,24.705288298729805,8.0,1,8.0,1959,0.341071945,B,B,27,5664,48,2300.0,3,11,B
5935,119,1.0,40.474493596525015,19.95855187800395,7.0,5,17.0,2004,0.033493708,B,B,66,10573,1,1322.0,3,8,B
1908,6,2.0,64.88350677448993,,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
13628,44,2.0,46.64393867521876,29.78020411928357,5.0,7,5.0,1969,0.122190486,B,B,25,4724,2,1308.0,1,3,B
7343,27,2.0,68.17862676284905,,10.0,19,22.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
13409,81,4.0,82.06977462328071,50.27325182420352,7.0,6,5.0,1960,0.319809354,B,B,25,4756,16,2857.0,5,8,B
1895,46,3.0,76.75298904246684,47.82367406761829,10.0,9,17.0,1985,0.188783766,B,B,31,6137,4,,0,1,B
12097,48,2.0,80.78894881638095,40.47310398311317,18.0,7,28.0,2012,0.041124634,B,B,46,9515,5,,1,10,B
7526,172,1.0,42.845652953662594,24.67379082861334,9.0,13,15.0,1972,0.0,B,B,7,1660,39,1786.0,1,5,B
